rank,PubYear,Life Sciences,Physics,Chemistry,Computers,Engineering,Mathematics,Agriculture & Environment,Humanity,Others,Sums of cits
8576,1994,0,567.6666667,0,0,18.5,3.333333333,1.5,0,7,598
8577,1994,551.5833333,0,2.25,0,3.166666667,0,0,0,41,598
8578,1969,538.4166667,0,7.416666667,0,1.333333333,0,1.833333333,0,25,574
8579,1978,518.1944444,1,9.638888889,0,3.666666667,0,1,0,57.5,591
8580,1984,519.1666667,0,6.833333333,0,3.166666667,0,3.333333333,0,64.5,597
8581,1969,483.1666667,0,38.66666667,0,4.5,0,0.666666667,0,51,578
8582,1999,595.1666667,0,0,0,0.333333333,0,0,1.5,1,598
8583,1997,575.8333333,0,5,0,2.666666667,0,2,0,12.5,598
8584,1995,557.6666667,0,3,0,4.166666667,0,1.166666667,0,32,598
8585,2000,576,0,1.833333333,0,1.666666667,0,1,0,17.5,598
8586,2000,2.166666667,72.41666667,502.1666667,0,14.58333333,2.166666667,0,0,4.5,598
8587,2001,597.3,0,0,0,0.2,0,0,0.5,0,598
8588,2001,559.0333333,0,2,1.566666667,0.5,4.733333333,21.16666667,0,9,598
8589,2002,2.333333333,15.16666667,1,50.91666667,87.5,425.75,13.16666667,0,2.166666667,598
8590,2002,534.75,0,0.5,0,1.666666667,0,2.5,46.08333333,12.5,598
8591,2001,0,596.6666667,0,0,0,0.333333333,0,0,1,598
8592,1996,538.4666667,0,0.333333333,0,58,0.2,0,0,0,597
8593,1998,488.1833333,2.5,0.5,19.83333333,5.25,2.166666667,0.7,25.53333333,53.33333333,598
8594,2000,560.6,0,2.083333333,0,21.06666667,0,3.25,1,9,597
8595,1999,0,571.5,0,0,3.5,5.166666667,6.333333333,0.5,9,596
8596,1987,582.9166667,0,1.5,0,5,0.333333333,1,0,5.25,596
8597,1992,519.0333333,8.766666667,2.9,4.066666667,24.15,0,0,3.583333333,34.5,597
8598,1990,555.85,0,4.25,0,4.566666667,0,1.833333333,0,30.5,597
8599,1983,59.91666667,290.3666667,20.33333333,15.41666667,62.58333333,64.05,58.5,1.333333333,24,596.5
8600,1992,559.9166667,0,4.5,0.833333333,1.166666667,0,0,0.833333333,29.75,597
8601,1991,506.0944444,0,32.88015873,0,11.03333333,0,8.992063492,0,38,597
8602,1982,570.8333333,0.5,4,0,0.5,0,1.666666667,0,18.5,596
8603,1993,559.8833333,0,0.583333333,0,2.2,0,3.333333333,0,31,597
8604,1980,556.6666667,0,3,0,0,0,0,0,35.33333333,595
8605,1985,564.5,0.5,7.833333333,0,3.5,0,8.666666667,0,11,596
8606,1985,570.15,0,6.033333333,0,4.333333333,0,2.233333333,0,14.25,597
8607,1994,569.05,3.666666667,1,1,16.16666667,0.45,0.333333333,4,0.333333333,596
8608,1983,530,0,1.5,0,0,0,0,0.5,64,596
8609,2002,555.8333333,0,2.833333333,0,0.333333333,0,0.5,0,37.5,597
8610,1994,581.5,0,0,0,3.166666667,0,1.333333333,0,11,597
8611,1995,541.0833333,0,0.25,3,0.666666667,0,2.5,6.5,43,597
8612,1997,567.6,0.25,0,0,2.116666667,1,1.533333333,0,24.5,597
8613,1999,595.6666667,0,0.333333333,0,1,0,0,0,0,597
8614,1995,8.5,8.833333333,551.45,2,18.55,0,0,0,7.666666667,597
8615,2001,571.8333333,0,0,0,0.333333333,0,0.333333333,0,24.5,597
8616,2000,573.15,0,3.333333333,0,4.516666667,0,0,0,16,597
8617,1996,578.25,0,0,0.25,16.25,0.25,0,0,1,596
8618,2001,546.3333333,0,1,0,0.666666667,1.5,0.666666667,2.833333333,44,597
8619,2000,570.1666667,0,3,0,3.333333333,0,1,0,19.5,597
8620,1955,24,31,142.1666667,0,2.833333333,0,12,0,6,218
8621,1998,542.5833333,0,8.916666667,0,29.66666667,0,6.75,4.083333333,5,597
8622,2000,569.8,0.333333333,1.916666667,0,12.7,0,0.25,0,12,597
8623,1998,0,590.0833333,0,1.5,1.25,3.166666667,0,0,1,597
8624,2002,570.8833333,0,1.333333333,0.166666667,1.95,0.333333333,0.833333333,0,20.5,596
8625,2001,459.3333333,0,104.0833333,2.3,20.86666667,1,1.916666667,0,7.5,597
8626,1994,570.9761905,0,1,0.285714286,2.166666667,0.571428571,0,0,21,596
8627,1983,527.9,0,0.7,0,0,0,0.9,0,65.5,595
8628,1986,0,338.4166667,2.333333333,0,0.5,251.25,0,0,3.5,596
8629,1992,557.0666667,1.666666667,14.06666667,0,4.366666667,0,14.33333333,1.5,3,596
8630,1990,18.53333333,399.5071429,25.56666667,1,19.14761905,115.2119048,7.7,0,9.333333333,596
8631,1959,1,372,0,0,1,16,0,0,2,392
8632,1967,490.5,0.333333333,4,0.5,8,0.333333333,3,0.333333333,30,537
8633,1994,516.1,0,21.28333333,0.5,4.616666667,0,1.5,0,52,596
8634,1993,135.1619048,14.83333333,373.6047619,12.65,41.08333333,0.333333333,14.75,0.583333333,3,596
8635,1987,552.6,0,2.8,0.5,1.333333333,0,2.1,2.833333333,33.83333333,596
8636,1986,574.8333333,0,2,0,1,0,1.833333333,0,15.33333333,595
8637,1985,547.3333333,0,3.333333333,0,5.5,0,1.333333333,1,35.5,594
8638,1968,415.1666667,4,42.5,0,3,0,2.166666667,0.666666667,72.5,540
8639,2001,577.5,0,0.5,0,10.66666667,0,0.833333333,0,5.5,595
8640,1996,564,1.333333333,3,0,15.16666667,0.5,0,0,12,596
8641,1997,564.5833333,0,3.25,0,10,0,4.166666667,0,14,596
8642,1996,540.6333333,0,1.833333333,0,6.533333333,0,0,0,47,596
8643,2001,521.95,1,17.65,2,2.9,0,4.916666667,22.08333333,23.5,596
8644,2002,579.8333333,0,3.833333333,0,1.5,0,0,0.333333333,10.5,596
8645,2002,28.43333333,68.81666667,337.8333333,0.45,153.3166667,0,1.9,0,5.25,596
8646,1999,458.0833333,0,0,9.833333333,0.666666667,0.333333333,0,121.0833333,6,596
8647,2002,1.666666667,293.2,174.5166667,0.25,99.53333333,1.833333333,0,0.5,24.5,596
8648,2001,588.8333333,0,1,0,4.166666667,0,0,0,2,596
8649,1997,572.8333333,0,0,0.333333333,1.166666667,0,0.5,0.333333333,20.83333333,596
8650,2002,579.6666667,0,1.5,0,1.333333333,0,6,0,7.5,596
8651,1998,570.85,0.5,3.866666667,0.533333333,1.583333333,0.333333333,4.333333333,0,14,596
8652,1996,549.1666667,0,6.5,0,1.333333333,2,0,0,37,596
8653,1998,534.5,0,26.66666667,0,18.83333333,0,3,0,12,595
8654,2000,580.8333333,0,0,0,2.666666667,0,0,0,12.5,596
8655,1997,571.5666667,0,0,0,2.6,0,0.5,0.333333333,21,596
8656,1997,578.75,0,0.75,0,1,0,1.5,0,14,596
8657,2001,578,0,1,0.5,5.5,2,0,1,8,596
8658,1989,565.9166667,0,0.25,0,0.5,0,0,0,28.33333333,595
8659,1984,575.3333333,0,2,0,11.66666667,0,1,1,2,593
8660,1990,547.2,0.333333333,8,0.666666667,0.666666667,1,0,12.63333333,24.5,595
8661,1982,536.4,2,15.86666667,0,0,0,4.733333333,0,31,590
8662,1986,547.6666667,0,0.5,0,2.5,0,2.833333333,1,40.5,595
8663,1990,581.1666667,0,2.5,0,4.833333333,0,0.5,0,6,595
8664,1994,558.8333333,0,0.5,0,1.166666667,0,0,0,34.5,595
8665,1991,550.55,0,0,0,1.2,0,1,0,42.25,595
8666,1993,575.7777778,0,0.361111111,0,1.083333333,0,1.777777778,0,16,595
8667,1983,530.8333333,0,7.666666667,1.5,1,1,0,0,53,595
8668,1963,454.8333333,0,8.5,0,5.666666667,0,3,0,60,532
8669,1993,71.92142857,0,517.5785714,0,2.1,0,0.9,0,2.5,595
8670,1990,512.5777778,0,29.89920635,0,5.733333333,0,8.456349206,0,38.33333333,595
8671,1984,568,0,1,0,1.5,0,1.5,3,19,594
8672,1988,590.5,1,0,0.25,3.25,0,0,0,0,595
8673,1986,543.6666667,0.4,0.5,0,3.433333333,0,1,0,46,595
8674,1993,555.6666667,0,2,0,1.333333333,0,1,0,35,595
8675,1989,561.3,0,0.533333333,0,0.666666667,0,0,0,32.5,595
8676,1993,584.9666667,0,7.533333333,0,1,0,0,0.5,1,595
8677,1978,561.5833333,0,8.666666667,0,3.333333333,0,5.416666667,0,10,589
8678,1994,392.2619048,1,32.93809524,0.166666667,13.66666667,0.333333333,149.6333333,1,4,595
8679,1980,566.3333333,0,0.5,0,2,0,0,0.5,16.66666667,586
8680,1988,561.7166667,0,0.833333333,0,5.95,0,0.5,0,25,594
8681,1997,569.1666667,0,0,0,2.5,0.333333333,0,0,23,595
8682,1995,549.4,0,20.06666667,0.166666667,0.866666667,0,0.666666667,6.833333333,17,595
8683,1997,566.2166667,1,0,0.166666667,7.533333333,0.166666667,0.916666667,0,17,593
8684,1994,572.5,0,2.666666667,0,1.333333333,0,0,0.5,17,594
8685,2000,565.0833333,0,0.5,1.666666667,0,0,0,18.25,9.5,595
8686,1996,12,166.4166667,373.8333333,1.5,20.41666667,9.166666667,3.666666667,3,5,595
8687,1999,584.0833333,0,4.416666667,0.666666667,5.333333333,0,0,0.5,0,595
8688,2002,5,209.9833333,178.1666667,1.666666667,189.7666667,1.166666667,0.25,0,9,595
8689,2001,570.3333333,0,1.583333333,0,9.666666667,0,4.416666667,2,6,594
8690,1998,559.6666667,0,3.333333333,0,2.083333333,1,1.916666667,0,26,594
8691,1996,565.8333333,0,0.666666667,0,2,0,0.5,0,26,595
8692,2001,394.1666667,0,1.666666667,0.25,29.66666667,1,140.5,0.5,27,594.75
8693,1998,533.85,0,15.28333333,0.95,1.75,1.166666667,0,0,42,595
8694,1999,556.9166667,2,0.25,0,1.25,0.666666667,2,21.41666667,10.5,595
8695,2001,6.666666667,2.8,0.666666667,0.833333333,18.76666667,0,563.2666667,0,2,595
8696,1998,593.6666667,0,0.333333333,0,1,0,0,0,0,595
8697,1982,576.1666667,0.333333333,2,0,1.666666667,0,0.5,4.333333333,9,594
8698,1984,533.5333333,1,10.4,0,8.166666667,0,1.9,0,37,592
8699,1987,483.8333333,1.5,4.5,1,1.833333333,3.833333333,10.16666667,1,86.33333333,594
8700,1994,542.0777778,0,8.427777778,0,2,0,6.494444444,0,35,594
8701,1991,553.9,0,5.733333333,0,17.03333333,0,0,0,17.33333333,594
8702,1985,459.5,0,3.5,0,0.5,0,0,0.5,129,593
8703,1992,5.833333333,69.32857143,334.5095238,1,162.4952381,0.333333333,5.5,1,14,594
8704,1986,565.1666667,0,1.5,0,7.333333333,0,1,1,17,593
8705,1988,518.1666667,0.333333333,5.5,0,2,0.333333333,0.333333333,1.833333333,64.5,593
8706,1963,0,421,0,0,1,0,0,0,3,425
8707,1992,3.5,127.5928571,328.7261905,0,131.1809524,0,0,0,3,594
8708,1978,576.1666667,0,0.5,0,2.333333333,0,0,1,5,585
8709,1994,552.3944444,0,1.361111111,0,0.3,0,0.944444444,0,39,594
8710,1994,554.5444444,0,1,0,4.233333333,0,0.222222222,0,34,594
8711,1984,576,1,0,0,2.5,0,0,1.5,13,594
8712,1999,2.666666667,5.5,578,0,1.833333333,0,0,0,6,594
8713,1996,582.6333333,0,1,0,3.366666667,0,0,0,0,587
8714,1996,0,511.4,1.366666667,17.41666667,11.98333333,30.83333333,0,0.5,20.5,594
8715,2000,592.7666667,0,0.5,0,0.333333333,0.4,0,0,0,594
8716,1996,288.8,0.333333333,55.55,0,33.98333333,0,212.8333333,0.5,2,594
8717,2001,551.15,0,18.4,0.333333333,3.2,0,4.166666667,11.25,5.5,594
8718,1996,565.6666667,0,4,0,1.166666667,0,0,2.166666667,21,594
8719,2001,566.5,0,3,0.333333333,19.66666667,0,0,2.5,1,593
8720,2001,579.9,0.5,1.733333333,0,7.033333333,0,2.833333333,0,2,594
8721,1997,521.4214286,0,21.16666667,0.342857143,6.116666667,0.285714286,1.333333333,0,43.33333333,594
8722,2001,514.25,1,23.83333333,0,7.083333333,0,3,0.333333333,44.5,594
8723,1998,0,544.0666667,15.83333333,0,11.1,10,0,0,13,594
8724,2002,1.166666667,213.7666667,240.8833333,0,136.6833333,0,0,0.5,1,594
8725,1998,571.2,0,2.25,0.2,16.6,0,0.75,0,3,594
8726,1999,546.1666667,0.833333333,13.41666667,0,2,0.333333333,0.25,0,31,594
8727,1993,549.9666667,1,2.75,0,2.283333333,0,0,0,37,593
8728,1977,1,516.4166667,22.5,0.5,9.566666667,30.51666667,0.5,0,7,588
8729,1992,559.6666667,0,3,0,0.333333333,0,1,0,29,593
8730,1986,542.5,0,0,0,0,0,0.5,0,50,593
8731,1989,553.9833333,0.5,2.75,0,5,0,0,11.56666667,19.2,593
8732,1992,0,456.1666667,21.15238095,0,107.347619,0.333333333,1,0,7,593
8733,1993,571.3333333,0,1.166666667,0,4,0,0.5,0,16,593
8734,1993,582.2,0,3,0,0.733333333,0.4,0,6.666666667,0,593
8735,1990,492.4166667,6.666666667,27.56666667,1.7,1.5,3.75,0.4,0,59,593
8736,1993,555.9277778,0,5.194444444,0,2.333333333,0,4.544444444,0,25,593
8737,1990,538,0,0,0,1,0,1,0,53,593
8738,1994,27.91666667,8.8,0,0.333333333,3.483333333,1.866666667,525.1,0,25.33333333,592.8333333
8739,1984,565,0,6,0,0.5,0,8.5,1,10,591
8740,1980,547.75,0,1.25,0,1,0,3.5,0,37.5,591
8741,1970,553.8333333,0,0,1.333333333,1.833333333,0,0,0,2,559
8742,1995,570,0,1.916666667,0,0.833333333,0,0.75,0,19.5,593
8743,1994,1,123.5833333,416.85,2,42.23333333,2.666666667,0,0,4.666666667,593
8744,1997,576.25,0,3.083333333,0,2.833333333,0.5,1,1.333333333,8,593
8745,1995,493.3333333,0,2.25,0,0,0,60.41666667,0,37,593
8746,1996,566.3333333,0,0,0.666666667,8,0,0.75,7.25,10,593
8747,2000,563.05,0.5,1.5,0.5,8.45,0,1,0,18,593
8748,2001,0,525.6666667,1,5.166666667,8.333333333,39.33333333,0,0.5,13,593
8749,2001,588.4666667,0,0.833333333,0,2.2,0,0,0,0.5,592
8750,2001,0,585.8333333,0,0.5,0,5.666666667,0,0,1,593
8751,1998,537.4333333,0,0.583333333,0.2,0.333333333,0.2,1.75,3.5,49,593
8752,1998,559.75,0,0.833333333,0,0.333333333,0,0,2.083333333,30,593
8753,1998,585.3333333,0,0,0,2.666666667,0,0,0,2,590
8754,1998,555.1666667,1.666666667,14.33333333,0,7.333333333,0,4.5,0,9,592
8755,1999,568.1666667,0,4.833333333,0,4,0,0,0,16,593
8756,1999,573.8333333,0.333333333,2.166666667,0,6.666666667,0,0,0,10,593
8757,1997,0.5,7.4,2.5,0,1.6,1,511,0,69,593
8758,1997,565.5833333,0,9.666666667,0,0.333333333,0,1.833333333,7.583333333,8,593
8759,1994,0,468.8166667,46.64285714,0.666666667,62.95714286,1.666666667,0.25,0,11,592
8760,1987,566.8333333,0,1.333333333,0,0.666666667,0,0.333333333,0.833333333,22,592
8761,1986,567.5833333,0,5.5,0.333333333,11.33333333,0,2,2,3.25,592
8762,1992,568.1666667,0,0,0,3,0,0.333333333,0,20.5,592
8763,1991,564.8166667,0,0,0,3.183333333,0,0,0,24,592
8764,1982,533,0,1,5,0.5,0.5,0,0,52,592
8765,1993,563.7333333,0,2.866666667,0,8.4,0,1,0,16,592
8766,1991,54.33809524,6.5,513.0095238,0,2.319047619,0.333333333,0,0.5,15,592
8767,1994,580.8666667,0.5,0,0.45,4.183333333,0,0,0,6,592
8768,1992,551.1333333,0,0.5,1,4.783333333,0,1.583333333,0,33,592
8769,1995,559.25,0,1.916666667,0,3.5,0,0.333333333,0,27,592
8770,1994,0.666666667,30.75,0,170.4166667,283.75,76.08333333,0,0.333333333,5,567
8771,1995,564,0,0,0,0,0,0.5,0.5,26,591
8772,1995,574.8333333,0,0.5,0,2.166666667,0,0,0,14.5,592
8773,1996,567.3333333,0,0.833333333,0,0.833333333,0,0,0,23,592
8774,1996,562.6666667,0,1,0,6.333333333,0,0.5,0,21.5,592
8775,2001,0,586.5833333,0,0,0.25,0,1.166666667,0,4,592
8776,2001,557.3333333,0,0.333333333,0,0,0,1.833333333,1.5,31,592
8777,2001,586.6666667,0,0,0,3.333333333,0,1.5,0.5,0,592
8778,2001,583,0,2,0,7,0,0,0,0,592
8779,2001,5.166666667,63.2,363,0,138.7833333,1,16.85,0,4,592
8780,2000,408.7833333,0,1.7,0.333333333,1.833333333,0,169.85,0,8.5,591
8781,2000,0.6,289.8333333,182.95,1.2,100.5,3.166666667,11.75,0,2,592
8782,2001,562.3333333,0,5.333333333,0,2.833333333,0,0,0,21.5,592
8783,1997,0,361.75,113.8333333,0,114.4166667,0,0,0,1,591
8784,1997,4.333333333,119.1666667,333.3333333,0.5,110.3333333,5,0,0,19.33333333,592
8785,1999,572.2166667,0,0,0,0.783333333,0,0,0,19,592
8786,1999,558.9166667,4,5.333333333,0.25,3.5,1,0,0,19,592
8787,1998,582.8333333,0,0.5,0,2.666666667,0,0,0,6,592
8788,1999,0,560.3333333,0,1.5,11.16666667,5,0,1,13,592
8789,1999,562.5833333,0.333333333,9.666666667,0,5.833333333,0,1.75,0.333333333,11.5,592
8790,1991,562.1833333,0,1.666666667,0,3.733333333,0.25,3.5,0,19.66666667,591
8791,1985,560.3333333,0,3.5,0,0.833333333,0,1,0,24.33333333,590
8792,1990,551.75,0,0.25,0,0,0,0,0,39,591
8793,1989,533.5,0,11.66666667,0,9.833333333,0,7.5,0,28.5,591
8794,1993,544.9166667,0,1.333333333,0,2.25,0,0.5,0,42,591
8795,1983,538.9166667,2.5,29,0,1.5,0,0,2.583333333,14.5,589
8796,1992,576.8833333,0,0,0,5.616666667,0,0,0.5,8,591
8797,1988,559.2,0,3.2,0,0.5,0,0.4,0,26.7,590
8798,1990,580.1666667,0,0.5,0,2.5,0,0,1.166666667,6.666666667,591
8799,1989,520.3611111,0.333333333,24.62777778,0,11.66666667,0,15.51111111,0.5,18,591
8800,1983,553.5,0.5,6.833333333,0,0.333333333,0,1.333333333,0,20.5,583
8801,1994,561.4166667,1,2.75,0.666666667,1.916666667,0,0.75,3.5,19,591
8802,1982,509.5,0,1,0,0,0,2,0,77.5,590
8803,1978,566.8333333,0,0,0,3,0,0,0.5,14.66666667,585
8804,1992,0,198.3738095,263.0071429,0,122.952381,0.333333333,0,0,6.333333333,591
8805,1999,517.5666667,8.3,19.65,2.233333333,5.966666667,2.533333333,0.25,0,34.5,591
8806,1984,543.6666667,0,2.833333333,0,0,0,3.5,0,35,585
8807,1995,583,0,1,0,4,0,0,0,3,591
8808,1995,528.75,0.666666667,23.91666667,0,3.5,0.666666667,1.166666667,0.333333333,32,591
8809,1999,0,577.6666667,0,0,0,12.33333333,0,0,1,591
8810,1996,563.5833333,0.333333333,1.5,0.5,3,3.083333333,1,0,18,591
8811,1996,581,0,2.5,0,2.166666667,0,1,0,4.333333333,591
8812,2001,573.3333333,0,2.5,0,4.333333333,0,0.333333333,0,10.5,591
8813,2001,0.833333333,3.333333333,572.7333333,0,5.266666667,0.333333333,2.5,0,6,591
8814,1999,562.1666667,0.333333333,0.5,0,4.5,0.5,1,0,22,591
8815,2002,34.83333333,126.15,400.8666667,1.666666667,22.81666667,3.166666667,0,0,1.5,591
8816,2002,565.9,0.333333333,11.4,0,4.033333333,0,2.333333333,0,7,591
8817,2002,570.5,0,3,0,3,0,3,0,11.5,591
8818,2001,543.5666667,1.333333333,0.333333333,12.53333333,7,9.733333333,0,0,16.5,591
8819,2002,1,120.9333333,242.6333333,0,224.5166667,0.333333333,0.583333333,0,1,591
8820,1998,1.666666667,213.45,229.7666667,0,134.7833333,0.333333333,0,0,11,591
8821,1971,514,0,15.83333333,0,0,0,3,0,54.16666667,587
8822,1998,564.4166667,0,0.666666667,0,1.916666667,0,0,0,24,591
8823,1999,556.75,0,24.33333333,0.25,2.166666667,0,2.166666667,0.333333333,5,591
8824,2002,567.8,0,3.75,0,2.2,0,7.25,0,10,591
8825,1997,514.9047619,1,18.9,4.042857143,9.033333333,2.119047619,5,0,36,591
8826,1997,586.8,0,1.166666667,0,2.083333333,0.45,0,0.5,0,591
8827,2002,494.75,8.25,0.75,36.08333333,27.66666667,5.916666667,0,7.083333333,10.5,591
8828,1999,555.9166667,0,4,0,0,0,0.5,16.08333333,14.5,591
8829,1989,544.3333333,0,0.833333333,0,1.833333333,0,0,0,43,590
8830,1991,542.3166667,0,4.9,1,1,0,1.25,0,39.53333333,590
8831,1993,1.1,484.75,62.11666667,1.7,25,11,1,0,3.333333333,590
8832,1993,522.1666667,0,6.316666667,0,0,0,15.51666667,0,46,590
8833,1993,0,582.6666667,0,2.5,0,4.833333333,0,0,0,590
8834,1992,15.75,6.4,0,0,3.333333333,1,531.9333333,0.5,30.5,589.4166667
8835,1993,568.0833333,0,3.583333333,0,4.333333333,0,0,0,14,590
8836,1978,545.6,0,6,0,18.4,0,1,0,15,586
8837,1990,534.9666667,0,1.833333333,0,3,0,0,0,50.2,590
8838,1993,578.25,0,0.25,0,3,0,0,0.5,8,590
8839,1990,562.9333333,0,0.7,0,3.133333333,0,0.4,0,22.83333333,590
8840,1992,11.92857143,0.333333333,572.1547619,0.916666667,2.833333333,0.333333333,0.5,0,1,590
8841,1988,565.5833333,0,0.5,1.5,0.75,0,1.666666667,0,19,589
8842,1987,558.6666667,0,3.5,0.5,0.333333333,0,1,0,26,590
8843,1989,1,333.3333333,235.3333333,0.833333333,3.5,15,0,0,1,590
8844,1978,522.3333333,0,1.666666667,0,1,0,1.5,0,62.5,589
8845,1995,556.6666667,0,3.333333333,0,2.5,0,0,3.5,24,590
8846,1999,0,583.6666667,0,0,3,3.333333333,0,0,0,590
8847,1995,575.35,0,0.9,0,8.166666667,0,2,1.583333333,2,590
8848,1998,550.6666667,0.4,2.366666667,0,24.4,0,3.833333333,0.333333333,8,590
8849,1995,20.33333333,258.1666667,287.4166667,0,14.25,1.833333333,0,0,8,590
8850,1999,549.1666667,0,1,0.5,4,1.833333333,7,0,26.5,590
8851,2000,321.8333333,86.85,74.01666667,0.333333333,33.88333333,21.33333333,0.25,2.5,49,590
8852,1996,579.1666667,0,1,0,0.833333333,0,0,0,9,590
8853,2000,532.6166667,0.25,0.5,0,16.13333333,0,1.5,0,39,590
8854,2000,561.5,0,1,0,27.5,0,0,0,0,590
8855,1997,476.5833333,1,0,14.5,1.666666667,2.5,0,57.91666667,35.83333333,590
8856,2001,568.6666667,0.5,0.5,0,17,0,1.333333333,0.5,1.5,590
8857,2000,585.8333333,0,0,0,1,1.166666667,0.5,0.5,0,589
8858,2002,562.9666667,0,0.25,1,4.033333333,0,0.25,1,20.5,590
8859,1999,430.7833333,18.56666667,8.533333333,35.33333333,16.31666667,19.13333333,2.25,3.75,54.5,589.1666667
8860,1999,571.5,0.333333333,0.333333333,0,3.333333333,0,0.5,0,13,589
8861,2000,393.75,15.7,2.833333333,44.53333333,17.11666667,66.33333333,1.9,0.5,47,589.6666667
8862,2001,504.9,0.333333333,4,5.183333333,6.333333333,9.25,1,1,57,589
8863,1991,513.65,0,5.483333333,1.166666667,0.5,0,0,0,68.2,589
8864,1987,495.1666667,0,12,0,4,0,0,0.333333333,75.5,587
8865,1989,445.25,3,91.75,1.333333333,0.833333333,0.5,0.833333333,0.5,45,589
8866,1980,531,0,3.5,0,1,0,0,0,47.5,583
8867,1988,486.4833333,0,30.11666667,0,0.5,0,2.9,0,69,589
8868,1987,534.6666667,0,5.333333333,0,1.5,0,0.333333333,1.166666667,44,587
8869,1994,563.1666667,0,0.25,0,0.333333333,0,0.25,0,25,589
8870,1992,566.6333333,0,1.666666667,0,2.366666667,0,0,0,18.33333333,589
8871,1993,468.1,5.333333333,67.03333333,0.2,2,0.333333333,0,0,46,589
8872,1992,528.3,0.5,11.08333333,0,12.45,0,2.333333333,0.333333333,34,589
8873,1988,426,20.86666667,2,22.51666667,8.866666667,0.5,0.75,67.25,40,588.75
8874,1989,470,0,62.21666667,0.783333333,3.5,0,0.5,0,52,589
8875,1993,397.1083333,46.41666667,0,21.225,80.34166667,18.58333333,0.25,10.075,15,589
8876,1993,518.8166667,0.5,22.4,1.833333333,12.58333333,0,0.2,1,31.66666667,589
8877,1984,548.5833333,0,16.91666667,0,1.833333333,0,1,0,18.66666667,587
8878,1977,502.75,0,2.75,0,0.5,0,0,0,81,587
8879,1970,497.6666667,0.5,17.5,1,3.5,0,3.833333333,1,50,575
8880,1987,0,552.7333333,12.08333333,0,16.01666667,1.166666667,2,0,5,589
8881,1994,449.5,1,7,1.166666667,36.12619048,0.25,90.62380952,0,2.333333333,588
8882,1995,488.6333333,2.866666667,51.35,1.533333333,34.11666667,0,1.5,0,9,589
8883,1997,552,0,0,0,1,0,0.5,0.5,35,589
8884,1996,546.8666667,5.833333333,3.366666667,2.566666667,15.35,1.116666667,3.9,0,10,589
8885,2001,15.03333333,59.81666667,364.4,0,140.9166667,0.333333333,1.5,0,7,589
8886,1997,556.3333333,6,2.5,1,2.333333333,4.083333333,1.5,0.25,15,589
8887,1997,556.05,1,0.333333333,0.666666667,4.666666667,1.583333333,1.7,0,22,588
8888,2002,580.5,0,2,0,3,1.5,2,0,0,589
8889,1998,580,0,1.5,0,1.333333333,0,1.666666667,2.5,2,589
8890,2000,25.65,49.3,123.5333333,2.366666667,45.58333333,0.666666667,336.9,0,5,589
8891,1998,545.9166667,0,2.25,0.25,3.25,0,2,0,33.33333333,587
8892,1998,562.5,1,1.5,0,3,0,0,0,21,589
8893,1998,82.28809524,82.91666667,227.8166667,57.00952381,80.61666667,8.852380952,0,0,49.5,589
8894,1990,555,0,2,0,3,0,0,0,29,589
8895,1999,586.1666667,0,0,0.333333333,2,0,0.5,0,0,589
8896,1997,576.5,0,0,0,1.5,0,0,0,11,589
8897,2001,477.4166667,0,0,3.833333333,1,0,1,88.25,17.5,589
8898,2001,531.7666667,1,9,0.5,5.733333333,0,2.5,0,38.5,589
8899,1992,538.3333333,0,1.333333333,0,1.333333333,0,0.333333333,0.333333333,46.33333333,588
8900,1992,584.1666667,1,0.333333333,0,1,0,0.5,0,1,588
8901,1993,0,271.1214286,63.98333333,0,234.0119048,4.416666667,0.966666667,0,13.5,588
8902,1987,531.1666667,0,0.833333333,0,1,0,1.666666667,0.333333333,53,588
8903,1991,548.7833333,0,5.533333333,0.2,0.5,0,3.983333333,0,29,588
8904,1985,554.9166667,0,0.75,0,4.833333333,0,2,0.75,23.75,587
8905,1990,571.5,0,4,0,0.333333333,0,1.5,0,9.666666667,587
8906,1991,575.25,0,2.333333333,0,1.333333333,0,0.583333333,0.5,8,588
8907,1987,0,309.6833333,167.7833333,0,100.5333333,0,0,0,10,588
8908,1986,532.4166667,0,1,0,1.5,0,0,0.333333333,50.75,586
8909,1986,494.3333333,0,4.166666667,0.5,1.5,0.5,0,0,87,588
8910,1995,579,0,0,0,0.5,0,2.5,0,6,588
8911,1982,497.8333333,0,1.833333333,0,2.333333333,0,0.5,0,82.5,585
8912,1986,546.6666667,0,0,0,2.333333333,0,0,0,39,588
8913,1986,550.5,0,1.5,0,5,0,1,0,28,586
8914,1974,503.1833333,1,8.416666667,0,2.4,0,2,0,64,581
8915,1995,537.347619,3.666666667,8.652380952,0,9.5,0,0,0.833333333,28,588
8916,1979,561.8333333,0,1,0.333333333,3.333333333,0,0,0,16.5,583
8917,1999,54.66666667,108.8833333,393.0333333,4.833333333,9.416666667,7.166666667,1,0,9,588
8918,1995,543.25,0.333333333,6,0,1.333333333,0.583333333,0,0,36.5,588
8919,1996,560.5,0,0,0,3,0,0,0.5,24,588
8920,2001,573.1666667,0.5,2.166666667,0,2.166666667,1,1.5,0,7.5,588
8921,2001,557.7666667,0,15.45,1.45,3.333333333,0.5,2,0.5,7,588
8922,2001,577.1666667,0,0,0,2.333333333,0,0,0,8.5,588
